City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
13,13,Bella Union,UY,-30.2752,-57.6007,76.12,57,23,2.98,few clouds,2021-11-16 01:46:41
15,15,Hilo,US,19.7297,-155.09,84.27,86,90,12.66,light rain,2021-11-16 01:43:14
20,20,Maragogi,BR,-9.0122,-35.2225,78.6,81,51,11.25,broken clouds,2021-11-16 01:46:44
23,23,Cabo San Lucas,MX,22.8909,-109.9124,83.5,74,100,2.93,overcast clouds,2021-11-16 01:46:23
28,28,Kapaa,US,22.0752,-159.319,82.38,77,75,1.01,broken clouds,2021-11-16 01:46:47
29,29,Avarua,CK,-21.2078,-159.775,77.05,78,20,4.61,few clouds,2021-11-16 01:46:47
32,32,Bengkulu,ID,-3.8004,102.2655,81.37,68,97,1.63,overcast clouds,2021-11-16 01:46:48
35,35,Kourou,GF,5.1552,-52.6478,82.11,86,34,6.49,scattered clouds,2021-11-16 01:46:49
40,40,Alofi,NU,-19.0595,-169.9187,82.29,51,40,14.97,scattered clouds,2021-11-16 01:46:52
46,46,Matara,LK,5.9485,80.5353,79.79,87,100,12.24,heavy intensity rain,2021-11-16 01:46:54
47,47,Hambantota,LK,6.1241,81.1185,77.34,100,20,5.75,few clouds,2021-11-16 01:46:54
52,52,Mahebourg,MU,-20.4081,57.7,75.25,83,20,6.91,few clouds,2021-11-16 01:46:56
55,55,Moree,AU,-29.4667,149.85,75.22,25,0,14.97,clear sky,2021-11-16 01:46:57
56,56,Gizo,SB,-8.103,156.8419,85.59,69,100,7.31,overcast clouds,2021-11-16 01:46:58
57,57,Sao Filipe,CV,14.8961,-24.4956,76.33,77,100,4.85,overcast clouds,2021-11-16 01:46:58
67,67,Iralaya,HN,15.0,-83.2333,78.13,87,96,11.63,overcast clouds,2021-11-16 01:47:03
72,72,Kahului,US,20.8947,-156.47,81.97,81,75,18.41,light rain,2021-11-16 01:47:05
75,75,Pirapozinho,BR,-22.2753,-51.5,78.28,36,0,5.75,clear sky,2021-11-16 01:47:07
79,79,Los Banos,PH,14.1667,121.1833,86.79,72,92,11.23,overcast clouds,2021-11-16 01:47:08
81,81,Cap Malheureux,MU,-19.9842,57.6142,75.47,76,56,3.0,broken clouds,2021-11-16 01:47:09
86,86,Santa Ines,BR,-3.6667,-45.38,75.67,88,65,3.0,broken clouds,2021-11-16 01:47:11
93,93,Lokoja,NG,7.8024,6.743,77.4,73,38,3.29,scattered clouds,2021-11-16 01:47:13
94,94,Poum,NC,-20.2333,164.0167,80.47,77,60,16.24,broken clouds,2021-11-16 01:47:14
97,97,Oussouye,SN,12.485,-16.5469,77.18,76,77,6.98,broken clouds,2021-11-16 01:47:15
99,99,Atuona,PF,-9.8,-139.0333,78.24,74,27,12.37,scattered clouds,2021-11-16 01:47:16
113,113,Sena Madureira,BR,-9.0656,-68.6569,75.65,91,100,2.33,overcast clouds,2021-11-16 01:47:21
120,120,Mlonggo,ID,-6.5333,110.7,79.2,80,100,2.66,light rain,2021-11-16 01:47:24
121,121,Hithadhoo,MV,-0.6,73.0833,82.54,72,72,16.13,broken clouds,2021-11-16 01:47:25
131,131,Tual,ID,-5.6667,132.75,83.98,70,69,10.22,broken clouds,2021-11-16 01:47:29
132,132,Faanui,PF,-16.4833,-151.75,80.87,74,100,10.47,moderate rain,2021-11-16 01:47:29
133,133,Ballina,AU,-28.8667,153.5667,81.79,44,94,9.22,overcast clouds,2021-11-16 01:47:30
135,135,Vaini,TO,-21.2,-175.2,82.56,78,20,11.5,few clouds,2021-11-16 01:47:31
139,139,Sola,VU,-13.8833,167.55,80.82,76,100,10.54,overcast clouds,2021-11-16 01:47:32
140,140,Meulaboh,ID,4.1363,96.1285,79.66,83,96,4.23,overcast clouds,2021-11-16 01:47:33
144,144,Dourbali,TD,11.8091,15.8632,82.02,13,100,8.01,overcast clouds,2021-11-16 01:47:34
146,146,Puerto Escondido,MX,15.85,-97.0667,77.56,71,2,3.13,clear sky,2021-11-16 01:47:35
149,149,Yulara,AU,-25.2406,130.9889,80.44,18,0,8.05,clear sky,2021-11-16 01:47:36
153,153,Shakawe,BW,-18.3667,21.85,75.58,46,100,4.05,overcast clouds,2021-11-16 01:47:38
157,157,Itarema,BR,-2.9248,-39.9167,80.35,78,10,15.1,clear sky,2021-11-16 01:47:39
162,162,Namatanai,PG,-3.6667,152.4333,79.14,83,100,6.15,overcast clouds,2021-11-16 01:47:42
163,163,Bandarbeyla,SO,9.4942,50.8122,75.79,75,93,7.14,overcast clouds,2021-11-16 01:47:42
168,168,The Valley,AI,18.217,-63.0578,82.26,67,0,21.81,clear sky,2021-11-16 01:47:44
173,173,Kavieng,PG,-2.5744,150.7967,81.3,80,100,12.21,light rain,2021-11-16 01:47:46
185,185,Mana,GF,5.6592,-53.7767,78.04,87,71,7.11,broken clouds,2021-11-16 01:47:51
194,194,Wajir,KE,1.7471,40.0573,76.89,73,84,10.69,broken clouds,2021-11-16 01:47:55
196,196,Esperance,AU,-33.8667,121.9,76.84,48,93,11.01,light rain,2021-11-16 01:47:56
201,201,Kawalu,ID,-7.3817,108.2082,77.11,83,98,1.79,overcast clouds,2021-11-16 01:47:58
202,202,Fuerte,PH,17.5381,120.3644,85.37,63,74,3.96,light rain,2021-11-16 01:47:58
205,205,Buala,SB,-8.145,159.5921,86.92,64,100,6.38,light rain,2021-11-16 01:48:00
207,207,Georgetown,MY,5.4112,100.3354,84.13,85,20,1.99,few clouds,2021-11-16 01:45:13
209,209,Port Blair,IN,11.6667,92.75,81.43,82,100,10.33,overcast clouds,2021-11-16 01:48:01
216,216,Bambous Virieux,MU,-20.3428,57.7575,75.22,83,20,6.91,few clouds,2021-11-16 01:48:04
225,225,Alice Springs,AU,-23.7,133.8833,78.35,21,0,11.5,clear sky,2021-11-16 01:48:07
229,229,Sabang,ID,5.8933,95.3214,81.36,74,100,7.78,overcast clouds,2021-11-16 01:48:08
230,230,Madras,IN,13.0878,80.2785,78.96,95,40,0.0,mist,2021-11-16 01:44:54
235,235,Touros,BR,-5.1989,-35.4608,81.5,74,47,15.23,scattered clouds,2021-11-16 01:48:11
238,238,Bathsheba,BB,13.2167,-59.5167,81.21,74,20,21.85,few clouds,2021-11-16 01:48:13
241,241,Sinnamary,GF,5.3833,-52.95,78.6,85,32,8.34,scattered clouds,2021-11-16 01:48:14
244,244,Acapulco,MX,16.8634,-99.8901,80.42,78,1,2.3,clear sky,2021-11-16 01:48:15
256,256,Byron Bay,AU,-28.65,153.6167,81.72,39,83,8.32,broken clouds,2021-11-16 01:48:13
257,257,Bangkal,PH,6.0667,121.0667,81.39,79,98,4.61,overcast clouds,2021-11-16 01:48:20
258,258,Merauke,ID,-8.4667,140.3333,82.65,76,99,7.9,moderate rain,2021-11-16 01:48:21
260,260,Yala,TH,6.3333,101.25,82.6,84,100,1.39,overcast clouds,2021-11-16 01:48:22
272,272,Sawtell,AU,-30.3833,153.1,79.12,56,21,10.36,few clouds,2021-11-16 01:48:26
275,275,Butaritari,KI,3.0707,172.7902,82.62,68,86,15.17,overcast clouds,2021-11-16 01:48:27
276,276,Senador Guiomard,BR,-10.1522,-67.7392,78.55,89,89,3.31,overcast clouds,2021-11-16 01:48:28
277,277,San Patricio,US,28.017,-97.5169,75.29,73,0,12.88,clear sky,2021-11-16 01:48:28
281,281,Barra Patuca,HN,15.8,-84.2833,77.85,86,97,11.5,overcast clouds,2021-11-16 01:48:29
287,287,Axim,GH,4.8699,-2.2405,78.78,85,55,6.85,broken clouds,2021-11-16 01:48:32
291,291,Hervey Bay,AU,-25.2986,152.8535,87.04,60,3,6.96,clear sky,2021-11-16 01:48:34
297,297,Hirara,JP,24.8,125.2833,76.86,64,20,14.97,few clouds,2021-11-16 01:48:37
304,304,Rolante,BR,-29.6506,-50.5758,75.25,80,33,4.12,scattered clouds,2021-11-16 01:48:39
306,306,Saldana,CO,3.9292,-75.0152,75.87,82,58,2.15,broken clouds,2021-11-16 01:48:40
307,307,Moerai,PF,-22.4333,-151.3333,76.37,78,100,3.67,overcast clouds,2021-11-16 01:48:41
313,313,Kantang,TH,7.4054,99.5156,78.89,94,20,0.0,few clouds,2021-11-16 01:48:43
315,315,Vao,NC,-22.6667,167.4833,76.78,71,1,11.72,clear sky,2021-11-16 01:48:43
320,320,Padang,ID,-0.9492,100.3543,82.4,62,100,0.81,overcast clouds,2021-11-16 01:48:45
321,321,Grand Gaube,MU,-20.0064,57.6608,75.38,76,66,3.0,broken clouds,2021-11-16 01:48:45
322,322,Bodden Town,KY,19.2833,-81.25,82.4,80,20,7.0,few clouds,2021-11-16 01:48:46
325,325,Port Hedland,AU,-20.3167,118.5667,87.85,42,52,9.22,broken clouds,2021-11-16 01:48:47
329,329,Kampot,KH,10.6167,104.1833,80.65,89,99,7.72,overcast clouds,2021-11-16 01:48:48
333,333,Amahai,ID,-3.3333,128.9167,84.2,70,91,2.08,overcast clouds,2021-11-16 01:48:50
335,335,Yeppoon,AU,-23.1333,150.7333,85.78,54,2,9.66,clear sky,2021-11-16 01:48:50
341,341,Piacabucu,BR,-10.4056,-36.4344,77.99,83,59,10.13,broken clouds,2021-11-16 01:48:53
344,344,Guamuchil,MX,25.4667,-108.1,77.68,55,14,0.96,few clouds,2021-11-16 01:46:38
352,352,Kroya,ID,-7.6331,109.2461,86.2,84,100,2.84,overcast clouds,2021-11-16 01:48:58
356,356,Aflao,TG,6.116,1.1914,77.13,88,20,1.14,few clouds,2021-11-16 01:48:59
358,358,Teknaf,BD,20.8624,92.3058,77.97,80,19,2.68,few clouds,2021-11-16 01:49:00
359,359,Kigoma,TZ,-4.8769,29.6267,75.31,73,92,8.34,overcast clouds,2021-11-16 01:49:00
360,360,Souillac,MU,-20.5167,57.5167,75.36,83,20,6.91,few clouds,2021-11-16 01:49:01
361,361,Bucerias,MX,20.75,-105.3333,79.99,75,99,2.48,overcast clouds,2021-11-16 01:49:01
369,369,Santa Rosa,PH,14.3122,121.1114,88.09,69,92,13.62,overcast clouds,2021-11-16 01:49:05
375,375,Kieta,PG,-6.2167,155.6333,84.58,72,100,4.0,light rain,2021-11-16 01:49:07
376,376,Dingle,PH,10.9995,122.6711,81.75,84,100,10.67,light rain,2021-11-16 01:49:07
377,377,Atar,MR,20.5169,-13.0499,78.84,30,100,5.28,overcast clouds,2021-11-16 01:49:07
378,378,Boyolangu,ID,-8.1181,111.8935,79.39,79,98,4.25,overcast clouds,2021-11-16 01:49:08
383,383,Pemangkat,ID,1.1667,108.9667,82.6,73,98,2.93,overcast clouds,2021-11-16 01:49:10
389,389,Maun,BW,-19.9833,23.4167,75.16,57,0,2.3,clear sky,2021-11-16 01:49:12
394,394,Benguela,AO,-12.5763,13.4055,80.91,70,100,4.65,overcast clouds,2021-11-16 01:49:14
397,397,Bac Lieu,VN,9.285,105.7244,78.73,90,100,15.17,moderate rain,2021-11-16 01:49:15
398,398,Port Moresby,PG,-9.4431,147.1797,89.02,66,40,11.5,haze,2021-11-16 01:49:16
399,399,Acarau,BR,-2.8856,-40.12,80.37,79,20,15.21,few clouds,2021-11-16 01:49:16
401,401,Neiafu,TO,-18.65,-173.9833,81.28,61,40,10.36,scattered clouds,2021-11-16 01:49:17
404,404,Bonfim,BR,3.0833,-59.95,81.7,62,85,7.09,overcast clouds,2021-11-16 01:49:19
406,406,Kapit,MY,2.0167,112.9333,79.39,82,100,0.94,overcast clouds,2021-11-16 01:49:20
418,418,Nieuw Nickerie,SR,5.95,-56.9833,77.76,87,99,9.75,overcast clouds,2021-11-16 01:49:25
421,421,Harper,LR,4.375,-7.7169,77.72,86,29,4.94,light rain,2021-11-16 01:49:26
434,434,Coahuayana,MX,18.7333,-103.6833,76.28,70,80,2.82,broken clouds,2021-11-16 01:49:30
442,442,Cockburn Town,TC,21.4612,-71.1419,82.36,74,40,13.8,scattered clouds,2021-11-16 01:49:33
443,443,Kimbe,PG,-5.5502,150.1429,85.53,73,100,6.08,moderate rain,2021-11-16 01:49:34
444,444,Palu,ID,-0.8917,119.8707,83.44,76,100,1.72,overcast clouds,2021-11-16 01:49:34
450,450,Bolgatanga,GH,10.7856,-0.8514,81.86,42,16,4.38,few clouds,2021-11-16 01:49:36
456,456,Mansoa,GW,12.0733,-15.3189,75.4,74,28,4.7,scattered clouds,2021-11-16 01:49:38
458,458,Kupang,ID,-10.1667,123.5833,87.58,56,83,5.1,broken clouds,2021-11-16 01:49:39
460,460,Ixtapa,MX,20.7,-105.2,79.23,75,98,2.64,overcast clouds,2021-11-16 01:49:40
461,461,Barahona,DO,18.2085,-71.1008,77.99,79,20,4.36,few clouds,2021-11-16 01:49:40
463,463,Pundaguitan,PH,6.3711,126.1689,82.67,75,96,4.81,overcast clouds,2021-11-16 01:49:41
466,466,Sambava,MG,-14.2667,50.1667,76.41,78,52,6.22,broken clouds,2021-11-16 01:49:43
470,470,Kavaratti,IN,10.5669,72.642,81.55,76,85,12.77,overcast clouds,2021-11-16 01:49:45
471,471,Santo Nino,PH,6.435,124.6975,85.15,71,90,2.35,overcast clouds,2021-11-16 01:49:45
473,473,Loiza,PR,18.4313,-65.8802,82.4,83,40,5.75,scattered clouds,2021-11-16 01:49:46
480,480,Karratha,AU,-20.7377,116.8463,88.5,24,9,4.61,clear sky,2021-11-16 01:49:49
483,483,Jacmel,HT,18.2342,-72.5347,84.04,79,24,4.43,few clouds,2021-11-16 01:49:50
484,484,Pauini,BR,-7.7136,-66.9764,76.62,89,100,3.13,overcast clouds,2021-11-16 01:49:50
488,488,Am Timan,TD,11.0297,20.2827,76.44,28,77,4.9,broken clouds,2021-11-16 01:49:51
489,489,Bequimao,BR,-2.4489,-44.7825,82.72,93,53,2.66,broken clouds,2021-11-16 01:49:52
491,491,Porto Novo,BJ,6.4965,2.6036,82.22,86,33,5.55,light rain,2021-11-16 01:49:52
492,492,Kilakarai,IN,9.2333,78.7833,80.04,80,88,6.31,overcast clouds,2021-11-16 01:49:53
493,493,Mersing,MY,2.4312,103.8405,80.51,89,40,0.0,scattered clouds,2021-11-16 01:49:53
494,494,Lorengau,PG,-2.0226,147.2712,83.26,75,80,5.39,broken clouds,2021-11-16 01:49:53
495,495,El Tigre,VE,8.8875,-64.2454,76.69,72,63,13.04,broken clouds,2021-11-16 01:49:54
502,502,Rodrigues Alves,BR,-7.738,-72.6509,75.24,91,98,2.82,overcast clouds,2021-11-16 01:49:56
506,506,Kilindoni,TZ,-7.9139,39.6668,79.14,78,9,9.62,clear sky,2021-11-16 01:49:58
508,508,Atambua,ID,-9.1061,124.8925,84.69,50,70,3.09,broken clouds,2021-11-16 01:49:59
511,511,Hukuntsi,BW,-24.0,21.75,80.71,23,9,9.01,clear sky,2021-11-16 01:50:00
514,514,Conde,BR,-7.2597,-34.9075,78.26,83,20,5.75,few clouds,2021-11-16 01:50:01
515,515,Cravo Norte,CO,6.3017,-70.2041,79.5,60,42,6.17,scattered clouds,2021-11-16 01:50:01
522,522,Mount Isa,AU,-20.7333,139.5,83.97,14,22,12.66,few clouds,2021-11-16 01:50:04
524,524,Dhidhdhoo,MV,6.8833,73.1,81.23,80,100,17.05,light rain,2021-11-16 01:50:05
526,526,Pringsewu,ID,-5.3582,104.9744,81.54,74,99,1.16,overcast clouds,2021-11-16 01:50:06
532,532,Topolobampo,MX,25.6,-109.05,78.06,61,72,9.64,broken clouds,2021-11-16 01:50:09
533,533,Pandan,PH,14.0453,124.1694,82.24,85,100,11.99,overcast clouds,2021-11-16 01:50:09
534,534,Finschhafen,PG,-6.6024,147.8681,84.9,71,92,6.06,overcast clouds,2021-11-16 01:50:10
535,535,Sassandra,CI,4.95,-6.0833,76.37,90,64,5.01,light rain,2021-11-16 01:50:10
541,541,La Romana,DO,18.4273,-68.9728,79.16,89,40,4.61,scattered clouds,2021-11-16 01:50:13
542,542,Goure,NE,13.9835,10.2704,80.02,15,97,7.45,overcast clouds,2021-11-16 01:50:13
543,543,Townsville,AU,-19.25,146.8,81.48,78,40,11.5,scattered clouds,2021-11-16 01:48:03
547,547,Guaruja,BR,-23.9931,-46.2564,78.17,26,0,3.2,clear sky,2021-11-16 01:50:15
551,551,Aitape,PG,-3.1374,142.3475,80.08,83,100,1.3,overcast clouds,2021-11-16 01:50:17
554,554,Takoradi,GH,4.8845,-1.7554,78.93,85,53,7.34,broken clouds,2021-11-16 01:50:19
557,557,Samarai,PG,-10.6167,150.6667,85.15,74,25,9.73,scattered clouds,2021-11-16 01:50:20
559,559,Isla Del Bosque,MX,22.7333,-105.85,76.62,72,100,6.98,overcast clouds,2021-11-16 01:50:21
560,560,Aquiraz,BR,-3.9014,-38.3911,85.21,64,76,15.01,broken clouds,2021-11-16 01:50:21
564,564,Ugoofaaru,MV,5.6667,73.0,81.21,78,100,20.04,heavy intensity rain,2021-11-16 01:50:23
566,566,Bonthe,SL,7.5264,-12.505,78.4,81,27,3.0,scattered clouds,2021-11-16 01:50:24
573,573,Tabuk,PH,17.4189,121.4443,79.57,81,82,3.29,moderate rain,2021-11-16 01:50:28
593,593,Humaita,BR,-7.5061,-63.0208,77.11,89,95,1.36,overcast clouds,2021-11-16 01:50:36
596,596,Bambanglipuro,ID,-7.95,110.2833,79.52,81,100,2.21,overcast clouds,2021-11-16 01:50:38
602,602,Pedasi,PA,7.5333,-80.0333,78.06,80,32,4.99,scattered clouds,2021-11-16 01:50:40
603,603,Inirida,CO,3.8653,-67.9239,76.87,87,100,1.45,overcast clouds,2021-11-16 01:50:40
604,604,Jalingo,NG,8.8833,11.3667,77.63,53,100,1.23,overcast clouds,2021-11-16 01:50:41
608,608,Keningau,MY,5.3378,116.1602,81.05,71,90,1.59,overcast clouds,2021-11-16 01:50:42
610,610,Phan Thiet,VN,10.9333,108.1,80.69,75,100,2.42,overcast clouds,2021-11-16 01:48:53
613,613,Moussoro,TD,13.6408,16.4901,79.99,12,86,10.45,overcast clouds,2021-11-16 01:50:43
614,614,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,74,20,13.15,few clouds,2021-11-16 01:50:44
620,620,Ratnagiri,IN,16.9833,73.3,80.19,77,100,4.25,overcast clouds,2021-11-16 01:50:46
627,627,Mahibadhoo,MV,3.7833,72.9667,82.11,78,70,18.19,broken clouds,2021-11-16 01:50:50
629,629,Potiskum,NG,11.7091,11.0694,75.92,19,100,6.55,overcast clouds,2021-11-16 01:50:51
630,630,Labuan,MY,5.2767,115.2417,84.56,74,20,1.99,few clouds,2021-11-16 01:50:51
635,635,Auki,SB,-8.7676,160.7034,82.22,76,92,1.03,overcast clouds,2021-11-16 01:50:53
637,637,Hatillo,PR,18.4863,-66.8254,79.84,87,3,10.6,clear sky,2021-11-16 01:50:54
640,640,San Pedro,PH,14.35,121.0167,87.31,68,90,5.75,overcast clouds,2021-11-16 01:50:55
